Age,Gender,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Previous Purchases,Preferred Payment Method,Frequency of Purchases
69,Male,Clothing,92,South Dakota,L,Maroon,Fall,4.2,Yes,Venmo,2-Day Shipping,Yes,45,Debit Card,Fortnightly
67,Male,Accessories,84,Virginia,L,Blue,Fall,4.2,Yes,Venmo,Express,Yes,7,Debit Card,Annually
30,Male,Accessories,93,Nevada,L,Peach,Fall,4.4,Yes,Cash,Store Pickup,Yes,11,Debit Card,Every 3 Months
24,Male,Outerwear,50,Hawaii,L,Blue,Summer,4.2,Yes,Cash,Next Day Air,Yes,41,Cash,Every 3 Months
62,Male,Accessories,64,New Jersey,S,Orange,Spring,2.8,Yes,Bank Transfer,2-Day Shipping,Yes,24,PayPal,Bi-Weekly
43,Male,Clothing,61,Massachusetts,L,Yellow,Spring,3.7,Yes,Cash,Free Shipping,Yes,21,Venmo,Weekly
35,Male,Accessories,48,Oklahoma,M,Purple,Winter,3.5,Yes,Venmo,Next Day Air,Yes,24,Bank Transfer,Annually
28,Male,Clothing,45,California,S,Magenta,Spring,2.9,Yes,Credit Card,Store Pickup,Yes,8,Credit Card,Quarterly
32,Male,Accessories,88,Nevada,M,Cyan,Spring,3.0,Yes,Venmo,Free Shipping,Yes,12,Cash,Fortnightly
39,Male,Footwear,57,Arizona,S,Indigo,Spring,3.7,Yes,Debit Card,Express,Yes,48,Debit Card,Fortnightly
28,Male,Accessories,68,North Carolina,XL,Magenta,Summer,4.4,Yes,Debit Card,Store Pickup,Yes,6,Bank Transfer,Quarterly
47,Male,Accessories,94,New York,XL,Gray,Spring,4.5,Yes,Venmo,2-Day Shipping,Yes,14,PayPal,Fortnightly
20,Male,Clothing,41,Wyoming,M,Turquoise,Spring,4.8,Yes,Venmo,Free Shipping,Yes,34,PayPal,Annually
63,Male,Clothing,83,South Dakota,S,Beige,Summer,2.9,Yes,PayPal,Free Shipping,Yes,12,Cash,Every 3 Months
25,Male,Outerwear,22,Arkansas,M,Olive,Spring,3.2,Yes,Debit Card,Next Day Air,Yes,11,Bank Transfer,Annually
29,Male,Footwear,74,Texas,L,Violet,Spring,3.3,Yes,Cash,Free Shipping,Yes,5,PayPal,Monthly
50,Male,Clothing,90,Rhode Island,M,Turquoise,Winter,4.2,Yes,Venmo,Standard,Yes,25,Venmo,Fortnightly
18,Male,Clothing,79,New Hampshire,M,White,Spring,2.9,Yes,Credit Card,Store Pickup,Yes,11,Credit Card,Annually
70,Male,Footwear,28,Ohio,S,Silver,Spring,4.6,Yes,Cash,Next Day Air,Yes,27,PayPal,Every 3 Months
66,Male,Accessories,88,Utah,L,Olive,Fall,4.1,Yes,Venmo,Standard,Yes,43,Credit Card,Annually
28,Male,Clothing,26,Tennessee,M,Blue,Spring,3.1,Yes,Bank Transfer,2-Day Shipping,Yes,18,Debit Card,Every 3 Months
54,Male,Accessories,27,Hawaii,L,Purple,Winter,4.2,Yes,Bank Transfer,Express,Yes,32,Bank Transfer,Bi-Weekly
19,Male,Clothing,83,Arizona,XL,Yellow,Fall,4.5,Yes,PayPal,Next Day Air,Yes,27,Bank Transfer,Every 3 Months
20,Male,Accessories,39,South Dakota,S,Silver,Summer,3.7,Yes,PayPal,Next Day Air,Yes,24,Credit Card,Weekly
43,Male,Accessories,89,New Jersey,M,Cyan,Winter,3.7,Yes,Cash,Free Shipping,Yes,31,Debit Card,Quarterly
38,Male,Outerwear,68,North Dakota,L,Green,Winter,3.4,Yes,Debit Card,Next Day Air,Yes,39,PayPal,Fortnightly
50,Male,Clothing,90,Iowa,M,Beige,Summer,3.0,Yes,Venmo,Store Pickup,Yes,36,Debit Card,Fortnightly
64,Male,Clothing,34,Ohio,M,Peach,Fall,4.2,Yes,Debit Card,Free Shipping,Yes,5,Cash,Annually
49,Male,Clothing,51,Vermont,L,Yellow,Summer,2.9,Yes,PayPal,Express,Yes,47,Credit Card,Bi-Weekly
47,Male,Clothing,45,Montana,XL,Turquoise,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,29,Bank Transfer,Fortnightly
36,Male,Clothing,88,Delaware,M,Peach,Winter,4.1,Yes,PayPal,Free Shipping,Yes,43,Venmo,Bi-Weekly
55,Male,Outerwear,85,New York,L,Gray,Summer,4.3,Yes,Credit Card,Store Pickup,Yes,40,Debit Card,Every 3 Months
25,Male,Accessories,100,Kentucky,M,Olive,Winter,2.8,Yes,Credit Card,2-Day Shipping,Yes,4,Debit Card,Monthly
53,Male,Accessories,42,Oregon,S,Indigo,Spring,4.9,Yes,Debit Card,2-Day Shipping,Yes,39,PayPal,Weekly
49,Male,Footwear,53,Rhode Island,L,Charcoal,Summer,3.3,Yes,Cash,Next Day Air,Yes,45,Venmo,Fortnightly
35,Male,Accessories,86,Nevada,XL,Beige,Spring,3.2,Yes,Credit Card,Express,Yes,20,Venmo,Bi-Weekly
29,Male,Clothing,66,Montana,XL,Brown,Spring,4.4,Yes,Credit Card,Standard,Yes,14,Debit Card,Weekly
47,Male,Accessories,100,Pennsylvania,M,Blue,Winter,4.8,Yes,Venmo,Express,Yes,33,PayPal,Weekly
53,Male,Accessories,47,Alaska,S,Teal,Fall,4.2,Yes,Cash,Standard,Yes,18,Credit Card,Annually
33,Male,Clothing,25,Mississippi,L,Black,Fall,4.0,Yes,Debit Card,Express,Yes,9,Bank Transfer,Weekly
21,Male,Accessories,51,Wyoming,XL,Gold,Winter,2.5,Yes,PayPal,Standard,Yes,34,PayPal,Annually
32,Male,Clothing,41,Delaware,M,Violet,Summer,3.9,Yes,Cash,Free Shipping,Yes,33,Venmo,Fortnightly
52,Male,Footwear,73,Oklahoma,L,Cyan,Winter,4.9,Yes,PayPal,2-Day Shipping,Yes,15,Bank Transfer,Bi-Weekly
67,Male,Accessories,42,Indiana,M,White,Winter,3.5,Yes,Credit Card,Store Pickup,Yes,4,PayPal,Bi-Weekly
43,Male,Accessories,20,Maryland,M,Charcoal,Spring,4.2,Yes,Debit Card,Free Shipping,Yes,25,Debit Card,Annually
58,Male,Accessories,30,South Dakota,XL,Violet,Spring,4.7,Yes,Venmo,Express,Yes,20,Credit Card,Every 3 Months
20,Male,Accessories,53,West Virginia,M,Red,Summer,4.5,Yes,PayPal,Express,Yes,5,Credit Card,Quarterly
61,Male,Accessories,74,Alabama,S,Lavender,Spring,2.8,Yes,Venmo,Express,Yes,16,Cash,Quarterly
32,Male,Clothing,57,Louisiana,M,Gold,Fall,2.9,Yes,Credit Card,Standard,Yes,13,Debit Card,Annually
38,Male,Accessories,57,Montana,S,Red,Winter,3.2,Yes,Bank Transfer,2-Day Shipping,Yes,11,Credit Card,Every 3 Months
21,Male,Clothing,77,California,L,Magenta,Winter,4.9,Yes,Cash,Standard,Yes,21,Credit Card,Annually
37,Male,Clothing,40,Hawaii,M,Teal,Summer,3.7,Yes,Cash,Next Day Air,Yes,6,Debit Card,Annually
27,Male,Clothing,46,Iowa,M,Purple,Summer,4.3,Yes,Credit Card,Store Pickup,Yes,29,Venmo,Monthly
36,Male,Clothing,78,Colorado,S,Charcoal,Fall,3.9,Yes,Venmo,Store Pickup,Yes,15,Cash,Annually
32,Male,Accessories,59,Michigan,M,Gray,Spring,3.2,Yes,Venmo,2-Day Shipping,Yes,17,Bank Transfer,Bi-Weekly
51,Male,Accessories,75,Louisiana,L,White,Summer,3.1,Yes,Cash,Express,Yes,32,Credit Card,Weekly
64,Male,Clothing,54,Maryland,M,Olive,Spring,3.9,Yes,Venmo,2-Day Shipping,Yes,42,Venmo,Annually
68,Male,Footwear,42,Georgia,M,Charcoal,Spring,2.6,Yes,Venmo,Store Pickup,Yes,21,Cash,Monthly
68,Male,Clothing,44,Georgia,M,Charcoal,Winter,3.3,Yes,PayPal,Next Day Air,Yes,9,Cash,Bi-Weekly
33,Male,Clothing,52,North Dakota,XL,Orange,Fall,4.6,Yes,Debit Card,Free Shipping,Yes,16,Bank Transfer,Annually
65,Male,Accessories,69,Maryland,XL,Yellow,Summer,4.6,Yes,Credit Card,Express,Yes,42,Credit Card,Fortnightly
48,Male,Accessories,26,Oregon,M,Beige,Summer,4.4,Yes,PayPal,2-Day Shipping,Yes,37,Debit Card,Bi-Weekly
69,Male,Outerwear,33,North Dakota,S,Silver,Spring,4.2,Yes,Cash,Express,Yes,32,Debit Card,Quarterly
59,Male,Accessories,32,Maryland,M,Indigo,Spring,3.0,Yes,Credit Card,Express,Yes,28,Cash,Bi-Weekly
48,Male,Accessories,85,Virginia,XL,Lavender,Winter,4.0,Yes,Debit Card,Express,Yes,13,Credit Card,Weekly
25,Male,Clothing,30,South Dakota,XL,Turquoise,Fall,3.5,Yes,Debit Card,Express,Yes,11,Bank Transfer,Fortnightly
29,Male,Clothing,29,Georgia,M,Green,Winter,3.0,Yes,Credit Card,Store Pickup,Yes,36,Bank Transfer,Bi-Weekly
57,Male,Clothing,95,Hawaii,M,Orange,Spring,3.7,Yes,Bank Transfer,Express,Yes,23,Debit Card,Annually
23,Male,Footwear,69,Arkansas,L,Turquoise,Summer,4.0,Yes,Credit Card,Standard,Yes,37,Bank Transfer,Monthly
45,Male,Footwear,69,Montana,S,Cyan,Fall,4.2,Yes,Debit Card,2-Day Shipping,Yes,21,Cash,Bi-Weekly
38,Male,Accessories,61,Oklahoma,XL,Charcoal,Spring,2.5,Yes,Bank Transfer,Standard,Yes,22,Debit Card,Bi-Weekly
21,Male,Clothing,94,Minnesota,M,Teal,Summer,3.0,Yes,Debit Card,2-Day Shipping,Yes,9,Cash,Monthly
32,Male,Clothing,30,Montana,S,Maroon,Fall,3.2,Yes,Debit Card,Next Day Air,Yes,16,Venmo,Annually
63,Male,Clothing,45,Ohio,M,Red,Summer,3.5,Yes,PayPal,Standard,Yes,4,PayPal,Quarterly
29,Male,Accessories,39,Kentucky,XL,Yellow,Summer,4.8,Yes,Credit Card,Express,Yes,3,Debit Card,Bi-Weekly
27,Male,Accessories,51,Nebraska,L,Gray,Summer,2.6,Yes,Cash,Store Pickup,Yes,6,Debit Card,Annually
56,Male,Accessories,37,Delaware,L,Blue,Spring,3.4,Yes,Cash,2-Day Shipping,Yes,18,Venmo,Fortnightly
30,Male,Clothing,62,North Carolina,M,Lavender,Winter,3.7,Yes,Credit Card,2-Day Shipping,Yes,34,Venmo,Bi-Weekly
49,Male,Outerwear,85,New York,M,Yellow,Fall,4.5,Yes,Debit Card,2-Day Shipping,Yes,26,Credit Card,Monthly
58,Male,Clothing,33,Colorado,M,Indigo,Winter,3.7,Yes,Bank Transfer,Standard,Yes,50,PayPal,Weekly
57,Male,Clothing,26,Delaware,XL,Violet,Fall,3.3,Yes,Credit Card,Next Day Air,Yes,40,Bank Transfer,Monthly
60,Male,Footwear,99,Utah,M,Green,Spring,4.7,Yes,Credit Card,Free Shipping,Yes,24,Cash,Quarterly
69,Male,Accessories,39,Connecticut,M,White,Spring,2.7,Yes,PayPal,Express,Yes,33,PayPal,Annually
70,Male,Clothing,20,New Jersey,M,Gold,Spring,4.6,Yes,Cash,Store Pickup,Yes,19,Credit Card,Every 3 Months
53,Male,Accessories,42,West Virginia,M,Indigo,Winter,2.7,Yes,Venmo,Store Pickup,Yes,24,Credit Card,Quarterly
25,Male,Footwear,74,Indiana,S,Lavender,Spring,4.8,Yes,PayPal,2-Day Shipping,Yes,19,Credit Card,Weekly
48,Male,Footwear,26,Delaware,XL,Purple,Summer,4.4,Yes,Bank Transfer,Standard,Yes,4,Credit Card,Bi-Weekly
69,Male,Clothing,53,Maryland,M,Lavender,Winter,4.0,Yes,Cash,Standard,Yes,11,Venmo,Every 3 Months
25,Male,Footwear,80,Pennsylvania,M,Maroon,Summer,3.2,Yes,Credit Card,Next Day Air,Yes,28,PayPal,Fortnightly
29,Male,Accessories,98,Iowa,M,Teal,Spring,4.4,Yes,Cash,Store Pickup,Yes,24,PayPal,Weekly
46,Male,Clothing,95,Pennsylvania,M,Green,Spring,3.8,Yes,Debit Card,Standard,Yes,25,Credit Card,Every 3 Months
37,Male,Clothing,44,Delaware,L,Olive,Summer,3.6,Yes,Venmo,Express,Yes,27,Bank Transfer,Every 3 Months
20,Male,Footwear,60,Oregon,M,Turquoise,Summer,3.3,Yes,Cash,Next Day Air,Yes,49,Venmo,Weekly
40,Male,Clothing,84,Oregon,M,Green,Winter,3.4,Yes,Venmo,Next Day Air,Yes,45,Credit Card,Bi-Weekly
60,Male,Clothing,59,Utah,M,Teal,Fall,3.5,Yes,Debit Card,2-Day Shipping,Yes,26,PayPal,Annually
26,Male,Outerwear,49,North Dakota,S,White,Summer,3.6,Yes,Debit Card,Express,Yes,4,Cash,Annually
29,Male,Accessories,32,Florida,M,Orange,Winter,3.2,Yes,Cash,Free Shipping,Yes,3,Credit Card,Every 3 Months
66,Male,Accessories,29,Maryland,M,Beige,Fall,3.7,Yes,Bank Transfer,Standard,Yes,45,Venmo,Bi-Weekly
66,Male,Clothing,22,Minnesota,M,Yellow,Spring,4.5,Yes,Bank Transfer,Standard,Yes,21,Cash,Fortnightly
56,Male,Clothing,85,Montana,M,Charcoal,Winter,4.6,Yes,Debit Card,Standard,Yes,50,Cash,Fortnightly
69,Male,Clothing,52,Rhode Island,L,Silver,Winter,4.1,Yes,Debit Card,Store Pickup,Yes,19,Bank Transfer,Monthly
38,Male,Clothing,89,Massachusetts,L,Green,Spring,3.4,Yes,Bank Transfer,Next Day Air,Yes,6,PayPal,Annually
42,Male,Clothing,77,Vermont,M,Pink,Spring,3.7,Yes,PayPal,Express,Yes,50,Credit Card,Every 3 Months
30,Male,Clothing,24,New Jersey,M,Purple,Summer,3.3,Yes,PayPal,Store Pickup,Yes,17,Debit Card,Every 3 Months
66,Male,Accessories,24,Wisconsin,XL,Orange,Spring,4.5,Yes,Venmo,Express,Yes,24,Debit Card,Annually
36,Male,Accessories,22,California,M,Charcoal,Fall,3.3,Yes,Bank Transfer,Free Shipping,Yes,46,Venmo,Monthly
58,Male,Clothing,82,West Virginia,L,Teal,Fall,4.3,Yes,Bank Transfer,Standard,Yes,42,Cash,Every 3 Months
45,Male,Accessories,67,South Dakota,M,Beige,Winter,2.5,Yes,PayPal,Standard,Yes,10,Cash,Annually
47,Male,Clothing,74,Maine,XL,White,Spring,2.6,Yes,Venmo,Standard,Yes,1,Cash,Every 3 Months
66,Male,Accessories,72,Kansas,L,White,Summer,4.9,Yes,PayPal,Standard,Yes,28,Debit Card,Quarterly
41,Male,Footwear,36,Vermont,L,Orange,Summer,4.7,Yes,Credit Card,Free Shipping,Yes,48,Debit Card,Quarterly
41,Male,Accessories,95,Tennessee,S,Cyan,Winter,3.0,Yes,Credit Card,Standard,Yes,47,Credit Card,Monthly
66,Male,Clothing,78,Tennessee,M,Orange,Winter,3.5,Yes,Venmo,Next Day Air,Yes,29,PayPal,Bi-Weekly
37,Male,Clothing,82,Wyoming,M,Olive,Summer,4.8,Yes,Credit Card,Standard,Yes,37,Venmo,Quarterly
70,Male,Clothing,70,Vermont,M,Charcoal,Winter,4.3,Yes,Debit Card,Free Shipping,Yes,38,Debit Card,Annually
62,Male,Accessories,41,New Jersey,M,White,Fall,3.2,Yes,Cash,Store Pickup,Yes,48,Bank Transfer,Weekly
61,Male,Outerwear,42,Iowa,M,Teal,Summer,3.1,Yes,PayPal,Free Shipping,Yes,36,PayPal,Weekly
48,Male,Outerwear,50,Florida,M,Yellow,Fall,2.8,Yes,Debit Card,Free Shipping,Yes,9,Credit Card,Weekly
70,Male,Clothing,31,Nevada,S,White,Summer,2.9,Yes,Debit Card,2-Day Shipping,Yes,34,Bank Transfer,Monthly
46,Male,Clothing,51,North Dakota,M,Beige,Winter,3.7,Yes,Bank Transfer,Express,Yes,43,Venmo,Bi-Weekly
31,Male,Clothing,98,Florida,L,Beige,Fall,3.3,Yes,Credit Card,Store Pickup,Yes,46,PayPal,Quarterly
19,Male,Clothing,86,New York,M,Maroon,Winter,2.8,Yes,Cash,2-Day Shipping,Yes,5,Credit Card,Monthly
39,Male,Clothing,64,Alaska,M,Teal,Winter,4.5,Yes,Cash,Standard,Yes,15,Bank Transfer,Bi-Weekly
41,Male,Clothing,46,Kansas,M,Lavender,Fall,2.6,Yes,PayPal,Next Day Air,Yes,30,Credit Card,Annually
20,Male,Clothing,85,Oregon,L,Maroon,Spring,3.7,Yes,Cash,Standard,Yes,44,Venmo,Every 3 Months
36,Male,Accessories,81,Rhode Island,S,Orange,Fall,4.4,Yes,Debit Card,Express,Yes,16,PayPal,Annually
32,Male,Clothing,59,New Mexico,M,Cyan,Winter,4.3,Yes,Cash,2-Day Shipping,Yes,16,Bank Transfer,Annually
69,Male,Clothing,79,Massachusetts,M,Silver,Winter,3.5,Yes,Venmo,Express,Yes,16,Cash,Weekly
40,Male,Clothing,33,Pennsylvania,M,Teal,Spring,3.8,Yes,Credit Card,2-Day Shipping,Yes,21,Credit Card,Every 3 Months
40,Male,Clothing,47,New Jersey,L,Blue,Summer,3.5,Yes,Cash,Express,Yes,39,Venmo,Every 3 Months
20,Male,Accessories,20,Utah,S,Blue,Summer,4.6,Yes,Credit Card,Store Pickup,Yes,40,Debit Card,Bi-Weekly
64,Male,Outerwear,36,Kentucky,M,Olive,Spring,2.6,Yes,Bank Transfer,Next Day Air,Yes,48,Credit Card,Every 3 Months
27,Male,Footwear,39,Nebraska,M,Purple,Summer,4.4,Yes,Cash,Next Day Air,Yes,26,Venmo,Monthly
24,Male,Clothing,71,Virginia,M,Charcoal,Winter,4.0,Yes,PayPal,Standard,Yes,46,Debit Card,Monthly
48,Male,Footwear,59,Wyoming,S,Olive,Winter,4.4,Yes,Cash,Next Day Air,Yes,27,Bank Transfer,Annually
49,Male,Clothing,50,New Mexico,L,Violet,Spring,4.7,Yes,Credit Card,Next Day Air,Yes,5,Cash,Weekly
36,Male,Footwear,41,Oregon,L,Red,Fall,3.9,Yes,Credit Card,Store Pickup,Yes,43,PayPal,Fortnightly
56,Male,Clothing,59,South Carolina,M,Beige,Fall,2.7,Yes,Bank Transfer,Free Shipping,Yes,17,PayPal,Fortnightly
37,Male,Accessories,87,Arizona,M,Green,Winter,3.7,Yes,Cash,2-Day Shipping,Yes,3,Bank Transfer,Bi-Weekly
42,Male,Clothing,68,Kentucky,M,Violet,Spring,2.6,Yes,Venmo,2-Day Shipping,Yes,47,Bank Transfer,Fortnightly
28,Male,Clothing,90,New York,M,Teal,Winter,3.9,Yes,Cash,Standard,Yes,24,Debit Card,Bi-Weekly
27,Male,Clothing,71,Texas,XL,Yellow,Fall,4.9,Yes,Venmo,Next Day Air,Yes,12,Cash,Every 3 Months
63,Male,Footwear,64,Missouri,L,Yellow,Fall,4.1,Yes,Credit Card,Store Pickup,Yes,35,Debit Card,Monthly
58,Male,Accessories,76,Pennsylvania,S,Olive,Fall,3.0,Yes,PayPal,Free Shipping,Yes,42,Venmo,Weekly
37,Male,Accessories,42,Oregon,XL,Magenta,Fall,4.1,Yes,Credit Card,2-Day Shipping,Yes,1,PayPal,Every 3 Months
56,Male,Clothing,80,Nevada,L,Black,Spring,3.8,Yes,Debit Card,Standard,Yes,27,Cash,Weekly
18,Male,Accessories,56,Arkansas,M,Olive,Spring,4.0,Yes,Bank Transfer,Standard,Yes,16,Credit Card,Bi-Weekly
48,Male,Accessories,25,Minnesota,XL,Magenta,Summer,3.6,Yes,Debit Card,Express,Yes,36,Credit Card,Every 3 Months
31,Male,Footwear,74,Georgia,M,Olive,Winter,3.0,Yes,Debit Card,Store Pickup,Yes,30,Credit Card,Every 3 Months
51,Male,Clothing,30,Rhode Island,M,Teal,Summer,3.0,Yes,Bank Transfer,Standard,Yes,18,Debit Card,Fortnightly
65,Male,Clothing,96,Nevada,M,White,Spring,2.6,Yes,Bank Transfer,Free Shipping,Yes,45,Cash,Annually
53,Male,Footwear,64,Texas,M,Charcoal,Fall,3.4,Yes,Cash,Free Shipping,Yes,1,Venmo,Fortnightly
55,Male,Clothing,88,Florida,L,Yellow,Winter,3.1,Yes,Cash,Free Shipping,Yes,42,Bank Transfer,Fortnightly
62,Male,Footwear,88,North Dakota,L,Charcoal,Summer,3.0,Yes,Debit Card,Free Shipping,Yes,7,Venmo,Every 3 Months
55,Male,Accessories,88,West Virginia,XL,Gray,Summer,3.7,Yes,PayPal,Standard,Yes,50,PayPal,Quarterly
64,Male,Clothing,36,Nebraska,M,Turquoise,Spring,3.5,Yes,Bank Transfer,Store Pickup,Yes,37,Venmo,Fortnightly
52,Male,Clothing,40,Tennessee,XL,Cyan,Spring,2.8,Yes,Credit Card,Store Pickup,Yes,18,Bank Transfer,Monthly
24,Male,Accessories,39,Oklahoma,M,Charcoal,Spring,4.5,Yes,Venmo,Standard,Yes,29,Cash,Monthly
38,Male,Accessories,40,Wisconsin,M,Silver,Summer,3.3,Yes,Cash,Store Pickup,Yes,45,PayPal,Quarterly
59,Male,Accessories,34,Oregon,M,Olive,Winter,3.4,Yes,Credit Card,Express,Yes,13,PayPal,Weekly
27,Male,Footwear,83,North Carolina,S,Pink,Winter,3.2,Yes,Bank Transfer,2-Day Shipping,Yes,47,PayPal,Monthly
24,Male,Clothing,85,Pennsylvania,L,Orange,Summer,3.7,Yes,Credit Card,Standard,Yes,7,Debit Card,Weekly
23,Male,Outerwear,27,North Dakota,L,White,Summer,4.6,Yes,Bank Transfer,Express,Yes,11,Venmo,Bi-Weekly
69,Male,Accessories,78,Ohio,S,Purple,Spring,5.0,Yes,Bank Transfer,Store Pickup,Yes,39,Bank Transfer,Monthly
59,Male,Accessories,32,Oklahoma,M,Olive,Summer,4.4,Yes,Debit Card,Standard,Yes,6,Debit Card,Quarterly
51,Male,Footwear,51,South Carolina,S,Gray,Fall,4.9,Yes,PayPal,Express,Yes,2,Venmo,Bi-Weekly
63,Male,Accessories,32,Maine,M,Silver,Spring,4.1,Yes,Debit Card,Standard,Yes,39,Credit Card,Every 3 Months
54,Male,Clothing,62,Nevada,L,Orange,Winter,4.9,Yes,Cash,Next Day Air,Yes,23,Credit Card,Monthly
32,Male,Clothing,29,Montana,S,Magenta,Fall,4.7,Yes,Debit Card,2-Day Shipping,Yes,46,Debit Card,Bi-Weekly
39,Male,Accessories,69,New Hampshire,XL,Beige,Fall,3.0,Yes,PayPal,Store Pickup,Yes,19,Bank Transfer,Weekly
66,Male,Accessories,25,Maine,L,Lavender,Winter,3.4,Yes,Debit Card,Store Pickup,Yes,3,Credit Card,Every 3 Months
28,Male,Clothing,76,California,M,Peach,Winter,3.2,Yes,PayPal,Store Pickup,Yes,47,PayPal,Quarterly
50,Male,Accessories,77,West Virginia,S,Magenta,Fall,2.9,Yes,Credit Card,Standard,Yes,6,PayPal,Quarterly
70,Male,Clothing,33,California,M,Beige,Fall,4.5,Yes,Credit Card,2-Day Shipping,Yes,6,Venmo,Annually
67,Male,Clothing,93,West Virginia,S,Yellow,Fall,2.7,Yes,Credit Card,Next Day Air,Yes,12,Credit Card,Bi-Weekly
64,Male,Accessories,39,Louisiana,L,Brown,Spring,3.4,Yes,Cash,Express,Yes,40,PayPal,Quarterly
45,Male,Outerwear,93,Georgia,L,Silver,Summer,4.6,Yes,Cash,Store Pickup,Yes,38,PayPal,Fortnightly
22,Male,Accessories,82,Washington,M,Orange,Summer,2.7,Yes,Credit Card,Store Pickup,Yes,10,PayPal,Quarterly
27,Male,Footwear,42,Virginia,L,Purple,Spring,4.2,Yes,Venmo,Standard,Yes,28,Bank Transfer,Monthly
25,Male,Accessories,71,Indiana,M,Indigo,Winter,3.2,Yes,Debit Card,2-Day Shipping,Yes,19,PayPal,Annually
37,Male,Clothing,86,Minnesota,L,Gray,Spring,4.8,Yes,Cash,Standard,Yes,25,Cash,Fortnightly
26,Male,Clothing,82,Idaho,XL,Black,Spring,3.3,Yes,PayPal,Next Day Air,Yes,38,Credit Card,Annually
33,Male,Footwear,65,Vermont,L,Maroon,Fall,4.2,Yes,Credit Card,Standard,Yes,6,PayPal,Fortnightly
43,Male,Accessories,29,North Dakota,M,Beige,Spring,4.8,Yes,PayPal,Store Pickup,Yes,7,Debit Card,Bi-Weekly
37,Male,Footwear,65,Rhode Island,L,Brown,Winter,4.9,Yes,Cash,Store Pickup,Yes,2,PayPal,Annually
46,Male,Clothing,88,South Carolina,S,Black,Fall,3.9,Yes,Bank Transfer,Standard,Yes,24,Bank Transfer,Annually
22,Male,Accessories,46,Mississippi,M,Indigo,Fall,3.0,Yes,Venmo,Free Shipping,Yes,26,Cash,Annually
20,Male,Footwear,67,Montana,S,Silver,Winter,4.6,Yes,PayPal,Free Shipping,Yes,25,Debit Card,Every 3 Months
60,Male,Accessories,35,Idaho,L,Blue,Fall,3.5,Yes,Credit Card,2-Day Shipping,Yes,10,Debit Card,Monthly
39,Male,Footwear,66,Utah,M,Green,Winter,4.8,Yes,Venmo,Free Shipping,Yes,14,PayPal,Fortnightly
43,Male,Clothing,91,Oklahoma,L,Orange,Fall,4.8,Yes,Bank Transfer,Standard,Yes,21,Cash,Quarterly
31,Male,Accessories,78,California,L,Cyan,Fall,3.0,Yes,PayPal,Express,Yes,26,PayPal,Monthly
19,Male,Footwear,45,Nevada,M,Orange,Winter,4.5,Yes,Credit Card,Next Day Air,Yes,12,Bank Transfer,Annually
35,Male,Clothing,93,Delaware,M,Indigo,Spring,4.8,Yes,Credit Card,Store Pickup,Yes,11,Credit Card,Monthly
41,Male,Clothing,74,South Carolina,S,Silver,Summer,3.8,Yes,Debit Card,Standard,Yes,15,Cash,Annually
52,Male,Accessories,55,Maryland,M,Peach,Spring,4.6,Yes,Debit Card,Express,Yes,13,Cash,Monthly
45,Male,Clothing,76,North Carolina,XL,Teal,Spring,3.1,Yes,Debit Card,Next Day Air,Yes,5,Credit Card,Bi-Weekly
34,Male,Footwear,66,Alabama,L,White,Spring,3.4,Yes,Credit Card,Express,Yes,36,Cash,Fortnightly
35,Male,Clothing,51,Minnesota,M,Brown,Winter,3.3,Yes,Debit Card,2-Day Shipping,Yes,32,Bank Transfer,Monthly
29,Male,Clothing,26,Virginia,L,Lavender,Spring,4.8,Yes,Debit Card,2-Day Shipping,Yes,1,Credit Card,Quarterly
59,Male,Clothing,29,Michigan,M,Indigo,Summer,2.8,Yes,Cash,Express,Yes,15,PayPal,Annually
24,Male,Outerwear,74,Maine,M,Yellow,Summer,3.1,Yes,Venmo,Store Pickup,Yes,3,Bank Transfer,Weekly
70,Male,Accessories,99,Nevada,S,White,Summer,4.6,Yes,Debit Card,Free Shipping,Yes,48,Cash,Monthly
29,Male,Accessories,88,Wyoming,L,Violet,Winter,2.6,Yes,Bank Transfer,Store Pickup,Yes,30,Debit Card,Weekly
67,Male,Outerwear,31,Connecticut,M,Lavender,Winter,2.6,Yes,Venmo,Express,Yes,40,Bank Transfer,Monthly
36,Male,Accessories,55,Oregon,L,Olive,Spring,3.8,Yes,Bank Transfer,Free Shipping,Yes,24,Bank Transfer,Fortnightly
23,Male,Footwear,81,Mississippi,L,Beige,Fall,4.5,Yes,PayPal,Free Shipping,Yes,48,Debit Card,Quarterly
18,Male,Clothing,73,Illinois,L,Purple,Spring,3.0,Yes,Cash,Standard,Yes,27,Venmo,Bi-Weekly
53,Male,Clothing,91,Utah,S,Teal,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,14,Credit Card,Every 3 Months
32,Male,Clothing,54,North Carolina,S,Peach,Spring,3.8,Yes,Credit Card,Free Shipping,Yes,18,Debit Card,Bi-Weekly
38,Male,Clothing,40,Kentucky,M,Violet,Winter,3.5,Yes,Cash,Standard,Yes,48,Cash,Bi-Weekly
47,Male,Clothing,59,Minnesota,M,Purple,Fall,3.1,Yes,Bank Transfer,Store Pickup,Yes,32,Debit Card,Annually
